timestamp,label,L_qw,L_qx,L_qy,L_qz,L_f1,L_f2,L_f3,L_f4,L_f5,R_qw,R_qx,R_qy,R_qz,R_f1,R_f2,R_f3,R_f4,R_f5
0.853,teacher,0.8958,-0.3202,-0.3029,-0.0572,0.0,0.0,0.0,0.6223,1.0,0.6124,-0.3333,0.1035,-0.7094,0.0,0.9811,0.9996,0.0,1.0
0.873,teacher,0.8959,-0.3138,-0.3065,-0.0706,0.0,0.0,0.0,0.8287,1.0,0.6132,-0.3411,0.0927,-0.7064,0.0,0.909,0.9878,0.0,1.0
0.893,teacher,0.8958,-0.3077,-0.3098,-0.0826,0.0,0.0,0.0,0.7013,1.0,0.6121,-0.3484,0.0836,-0.705,0.0,0.9372,0.993,0.0,1.0
0.913,teacher,0.8954,-0.3032,-0.3118,-0.0952,0.0,0.0,0.0,0.7101,1.0,0.6075,-0.3538,0.0773,-0.707,0.0,0.8996,1.0,0.0,1.0
0.933,teacher,0.894,-0.3019,-0.3112,-0.1122,0.0,0.0,0.0,0.7409,1.0,0.6064,-0.3544,0.0787,-0.7075,0.0,1.0,0.9943,0.0,1.0
0.953,teacher,0.8929,-0.3032,-0.3119,-0.1165,0.0,0.0,0.0,0.6443,1.0,0.6142,-0.35,0.0834,-0.7023,0.0,0.978,0.9852,0.0,1.0
0.973,teacher,0.8922,-0.3011,-0.3187,-0.1083,0.0,0.0,0.0,0.6882,1.0,0.6215,-0.3476,0.0826,-0.6972,0.0,0.9811,0.9799,0.0,1.0
0.993,teacher,0.8909,-0.2991,-0.3258,-0.1031,0.0,0.0,0.0,0.675,1.0,0.6236,-0.3493,0.0777,-0.695,0.0,0.9466,0.9786,0.0,1.0
1.013,teacher,0.8887,-0.3014,-0.3285,-0.1066,0.0,0.0,0.0,0.7496,1.0,0.6205,-0.3514,0.0729,-0.6972,0.0,0.9027,0.9629,0.0,1.0
1.033,teacher,0.8862,-0.3062,-0.3284,-0.1141,0.0,0.0,0.0,0.7496,1.0,0.6155,-0.3521,0.0709,-0.7015,0.0,0.8494,0.993,0.0,1.0
1.053,teacher,0.8848,-0.308,-0.329,-0.118,0.0,0.0,0.0,0.6574,1.0,0.6125,-0.3513,0.0719,-0.7044,0.0,0.9685,0.9865,0.0,1.0
1.073,teacher,0.8854,-0.3046,-0.3312,-0.1161,0.0,0.0,0.0,0.574,1.0,0.6125,-0.3503,0.0736,-0.7047,0.0,1.0,1.0,0.0,1.0
1.093,teacher,0.887,-0.2993,-0.3336,-0.1114,0.0,0.0,0.0,0.6223,1.0,0.6141,-0.3508,0.0732,-0.7032,0.0,0.9623,0.9904,0.0,1.0
1.113,teacher,0.8882,-0.2953,-0.3352,-0.1075,0.0,0.0,0.0,0.7584,1.0,0.6155,-0.3533,0.0709,-0.701,0.0,1.0,0.9878,0.0,1.0
1.133,teacher,0.8887,-0.2927,-0.3367,-0.1052,0.0,0.0,0.0,0.7277,1.0,0.6159,-0.3558,0.0698,-0.6994,0.0,0.9654,0.9812,0.0,1.0
1.153,teacher,0.8889,-0.29,-0.3391,-0.1039,0.0,0.0,0.0,0.7365,1.0,0.6163,-0.3563,0.0715,-0.6986,0.0,0.9121,1.0,0.0,0.4393
1.173,teacher,0.8892,-0.287,-0.3412,-0.1024,0.0,0.0,0.0,0.6179,1.0,0.6176,-0.3555,0.0747,-0.6976,0.0,0.9842,0.9694,0.0,1.0
1.193,teacher,0.8901,-0.2839,-0.3423,-0.1002,0.0,0.0,0.0,0.5038,1.0,0.6198,-0.3552,0.0772,-0.6956,0.0,0.8902,0.9629,0.0,1.0
1.213,teacher,0.8917,-0.2803,-0.342,-0.097,0.0,0.0,0.0,0.6399,1.0,0.6218,-0.3562,0.0782,-0.6931,0.0,1.0,0.9852,0.0,1.0
1.233,teacher,0.8934,-0.2767,-0.3414,-0.0933,0.0,0.0,0.0,0.7496,1.0,0.6228,-0.3583,0.0785,-0.691,0.0,0.978,0.9839,0.0,1.0
1.253,teacher,0.8944,-0.2752,-0.3411,-0.0895,0.0,0.0,0.0,0.7101,1.0,0.6227,-0.3604,0.0793,-0.6899,0.0,0.9591,0.9446,0.0,1.0
1.274,teacher,0.8944,-0.2778,-0.3398,-0.0859,0.0,0.0,0.0,0.6223,1.0,0.6223,-0.3615,0.0811,-0.6896,0.0,0.9654,0.9642,0.0,1.0
1.293,teacher,0.8937,-0.2847,-0.3369,-0.0821,0.0,0.0,0.0,0.6355,1.0,0.6219,-0.3621,0.0836,-0.6893,0.0,0.9591,0.955,0.0,1.0
1.313,teacher,0.8924,-0.2946,-0.3328,-0.0778,0.0,0.0,0.0,0.7277,0.6157,0.6215,-0.3636,0.0865,-0.6885,0.0,0.8714,0.9694,0.0,1.0
1.334,teacher,0.8904,-0.3062,-0.3289,-0.072,0.0,0.0,0.0,0.5653,1.0,0.6204,-0.3671,0.0894,-0.6873,0.0,0.862,0.9878,0.0,1.0
1.353,teacher,0.8884,-0.3165,-0.3264,-0.064,0.0,0.0,0.0,0.6092,1.0,0.6185,-0.3715,0.0925,-0.6863,0.0,1.0,0.9799,0.0,1.0
1.373,teacher,0.8871,-0.3237,-0.3247,-0.0537,0.0,0.0,0.0,0.6794,1.0,0.6158,-0.3751,0.097,-0.6861,0.0,1.0,0.9577,0.0,1.0
1.394,teacher,0.8862,-0.3299,-0.3226,-0.0413,0.0,0.0,0.0,0.6267,1.0,0.6121,-0.3771,0.1041,-0.6873,0.0,0.9247,0.9878,0.0,1.0
1.416,teacher,0.8846,-0.3383,-0.3196,-0.0279,0.0,0.0,0.0,0.6355,0.8765,0.6071,-0.3778,0.1136,-0.6898,0.0,0.8432,0.9315,0.0,1.0
1.433,teacher,0.8815,-0.3513,-0.3151,-0.0142,0.0,0.0,0.0,0.6838,0.6026,0.5999,-0.3782,0.1254,-0.6938,0.0,0.7178,0.9446,0.0,1.0
1.454,teacher,0.8767,-0.3685,-0.3092,0.0,0.0,0.0,0.0,0.7189,0.5113,0.5899,-0.3784,0.1389,-0.6997,0.0,0.8275,0.9681,0.0,1.0
1.474,teacher,0.8715,-0.3861,-0.3021,0.0151,0.0,0.0,0.0,0.6267,1.0,0.5773,-0.377,0.1532,-0.7078,0.0,0.9497,0.9459,0.0,1.0
1.493,teacher,0.8676,-0.3998,-0.2942,0.031,0.0,0.0,0.0,0.596,1.0,0.5629,-0.374,0.168,-0.7177,0.0,0.8149,0.8699,0.0,1.0
1.514,teacher,0.866,-0.4072,-0.2863,0.0485,0.0,0.0,0.0,0.596,1.0,0.5455,-0.3691,0.1831,-0.7298,0.0,0.9027,0.8071,0.0,1.0
1.535,teacher,0.8662,-0.41,-0.2774,0.0675,0.0,0.0,0.0,0.6574,0.72,0.526,-0.3622,0.197,-0.7438,0.0,0.7773,0.7115,0.0,1.0
1.554,teacher,0.8665,-0.4126,-0.2673,0.0862,0.0,0.0,0.0,0.6179,1.0,0.5037,-0.3527,0.2095,-0.7603,0.0,0.7617,0.5884,0.0,1.0
1.574,teacher,0.8652,-0.4183,-0.2562,0.1039,0.0,0.0,0.0,0.5258,1.0,0.479,-0.3414,0.2187,-0.7786,0.0,0.677,0.4366,0.0,0.6505
1.594,teacher,0.8613,-0.4289,-0.2443,0.121,0.0,0.0,0.0,0.7452,1.0,0.4523,-0.3287,0.2227,-0.7986,0.0,0.4325,0.3161,0.0,0.7826
1.615,teacher,0.8552,-0.4424,-0.2315,0.1385,0.0,0.0,0.0,0.596,0.2896,0.425,-0.3155,0.2199,-0.8195,0.0,0.4638,0.1472,0.0,1.0
1.634,teacher,0.8491,-0.4548,-0.218,0.157,0.0,0.0,0.0,0.4775,1.0,0.3965,-0.3021,0.2114,-0.8407,0.0,0.282,0.0713,0.0,0.7033
1.654,teacher,0.844,-0.4638,-0.2027,0.1773,0.0,0.0,0.0,0.4775,1.0,0.3676,-0.29,0.1991,-0.8608,0.0,0.2193,0.0726,0.0,0.7826
1.674,teacher,0.8408,-0.4681,-0.1858,0.1989,0.0,0.0,0.0,0.4775,0.0,0.3375,-0.2789,0.1839,-0.8801,0.0,0.072,0.0359,0.0,1.0
1.696,teacher,0.8383,-0.4696,-0.1664,0.2214,0.0,0.0,0.0,0.3107,0.5635,0.3054,-0.2676,0.1652,-0.8988,0.0,0.1065,0.0228,0.0,1.0
1.714,teacher,0.8354,-0.47,-0.1447,0.2455,0.0,0.0,0.0,0.4643,0.0,0.2711,-0.2543,0.142,-0.9174,0.0,0.2099,0.0412,0.0,1.0
1.735,teacher,0.8315,-0.4695,-0.1201,0.2715,0.0509,0.0,0.0,0.4423,0.0,0.2359,-0.237,0.1157,-0.9353,0.0,0.0908,0.0,0.0,1.0
1.756,teacher,0.827,-0.4673,-0.0935,0.2983,0.0649,0.0,0.0,0.3984,0.0,0.2013,-0.2144,0.0873,-0.9518,0.0,0.0438,0.0307,0.017,1.0
1.774,teacher,0.8216,-0.464,-0.0674,0.3243,0.1048,0.0,0.0,0.4116,0.0,0.1677,-0.1871,0.0553,-0.9664,0.0,0.0,0.0438,0.0,0.8618
1.795,teacher,0.8146,-0.4619,-0.0441,0.3483,0.0415,0.0,0.0,0.3502,0.0,0.1355,-0.1577,0.0185,-0.978,0.0,0.0,0.0,0.0,1.0
1.816,teacher,0.8053,-0.4623,-0.0231,0.3704,0.0954,0.0,0.0,0.4775,0.0,0.1064,-0.1305,-0.019,-0.9855,0.0,0.0,0.0241,0.0,0.8882
1.835,teacher,0.794,-0.4654,-0.0024,0.3911,0.0579,0.0,0.0,0.4204,0.0,0.0779,-0.108,-0.0575,-0.9894,0.0,0.0,0.0529,0.0,1.0
1.857,teacher,0.7811,-0.4702,0.0196,0.4104,0.018,0.0,0.0,0.3282,0.0,0.0509,-0.092,-0.0977,-0.9896,0.0,0.0,0.0228,0.0321,0.6505
1.874,teacher,0.7662,-0.4768,0.0431,0.4285,0.0485,0.0,0.0,0.4072,0.0,0.0259,-0.0776,-0.1426,-0.9864,0.0,0.0,0.0058,0.0,0.5977
1.896,teacher,0.7509,-0.4835,0.0674,0.4448,0.0134,0.0,0.0,0.5301,0.0,0.0067,-0.0614,-0.1899,-0.9799,0.0,0.1441,0.0,0.0321,1.0
1.914,teacher,0.7361,-0.4877,0.0941,0.4598,0.018,0.0,0.0,0.4906,0.0,0.0061,0.0448,0.2354,0.9709,0.0,0.0,0.1053,0.0,1.0
1.934,teacher,0.7225,-0.4896,0.1215,0.4728,0.0204,0.0,0.0,0.4292,0.0,0.0154,0.0334,0.2758,0.9605,0.0,0.0,0.0032,0.0,0.6769
1.955,teacher,0.7086,-0.4921,0.1486,0.4834,0.0,0.0,0.0,0.5345,0.0,0.0234,0.0285,0.3127,0.9491,0.0,0.0,0.0,0.0,0.9674
1.976,teacher,0.6925,-0.4976,0.1763,0.4918,0.0813,0.0,0.0,0.3458,0.0,0.0293,0.0272,0.3498,0.936,0.0,0.0,0.0254,0.022,1.0
1.994,teacher,0.6757,-0.5042,0.2036,0.4979,0.0555,0.0,0.0,0.3941,0.0,0.0323,0.0298,0.387,0.921,0.0,0.0,0.0451,0.0,0.5449
0.001,teacher,0.4692,-0.6128,0.2817,0.5701,0.0,0.0,0.0,0.4555,0.0,0.0624,0.1368,0.6771,0.7204,0.0,0.1598,0.0,0.0,1.0
0.022,teacher,0.4712,-0.6117,0.2839,0.5685,0.0555,0.0,0.0,0.4204,0.0,0.0618,0.1345,0.6758,0.722,0.0,0.0,0.0,0.022,1.0
0.042,teacher,0.4731,-0.6092,0.2885,0.5673,0.0,0.0,0.0,0.416,0.0,0.0611,0.1315,0.6743,0.7241,0.0,0.072,0.0202,0.0,1.0
0.062,teacher,0.4751,-0.6067,0.2926,0.5662,0.0,0.0,0.0,0.3589,0.0,0.0613,0.1293,0.6729,0.7258,0.0,0.1723,0.0097,0.0,0.7562
0.082,teacher,0.4772,-0.6044,0.296,0.5651,0.0509,0.0,0.0,0.4116,0.5896,0.0626,0.1293,0.6717,0.7268,0.0,0.0501,0.0307,0.0,0.4393
0.102,teacher,0.4799,-0.6021,0.2986,0.564,0.0087,0.0,0.0,0.3853,0.0,0.0649,0.1317,0.6703,0.7274,0.0,0.1817,0.0228,0.0,1.0
0.122,teacher,0.483,-0.5996,0.3007,0.5628,0.0016,0.0,0.0,0.337,0.0,0.0677,0.1356,0.6686,0.728,0.0,0.0783,0.015,0.0069,1.0
0.142,teacher,0.4868,-0.5968,0.3027,0.5614,0.0227,0.0,0.0,0.4555,0.0,0.0709,0.1398,0.6667,0.7287,0.0,0.0124,0.0254,0.0,0.2544
0.162,teacher,0.4905,-0.5942,0.3043,0.5601,0.0321,0.0,0.0,0.3853,0.0,0.0747,0.144,0.6649,0.7291,0.0,0.072,0.0176,0.0,0.3864
0.182,teacher,0.4932,-0.5923,0.305,0.5593,0.0,0.0,0.0,0.5477,0.0,0.0783,0.1474,0.6635,0.7294,0.0,0.0563,0.0124,0.0,0.809
0.202,teacher,0.4949,-0.5913,0.3045,0.5591,0.0602,0.0,0.0,0.337,0.0,0.0808,0.1497,0.6628,0.7292,0.0,0.0,0.0124,0.0069,0.4657
0.222,teacher,0.4958,-0.591,0.3033,0.5594,0.0626,0.0,0.0,0.4336,0.0157,0.0817,0.1507,0.6627,0.7289,0.0,0.1911,0.0,0.0,0.941
0.242,teacher,0.496,-0.5911,0.3017,0.5599,0.0204,0.0,0.0,0.4116,0.0,0.0814,0.1506,0.6629,0.7289,0.0,0.0,0.0,0.0,0.8618
0.262,teacher,0.496,-0.5915,0.2999,0.5605,0.0,0.0,0.0,0.3853,0.0,0.0806,0.1501,0.663,0.7289,0.0,0.1002,0.015,0.0,1.0
0.282,teacher,0.4957,-0.592,0.2982,0.5612,0.0204,0.0,0.0,0.315,0.0,0.0803,0.15,0.663,0.7291,0.0,0.1441,0.0268,0.0,0.9146
0.302,teacher,0.4954,-0.5924,0.2965,0.5618,0.0251,0.0,0.0,0.3414,0.0,0.0804,0.1503,0.6627,0.7293,0.0,0.0783,0.0241,0.0,0.5977
0.322,teacher,0.4952,-0.5928,0.2953,0.5623,0.0555,0.0,0.0,0.4555,0.0157,0.0811,0.1511,0.6622,0.7294,0.0,0.0563,0.0071,0.0321,1.0
0.342,teacher,0.4953,-0.5929,0.2947,0.5624,0.0,0.0,0.0,0.337,0.2243,0.0816,0.1517,0.6619,0.7295,0.0,0.1347,0.0215,0.017,0.7826
0.362,teacher,0.4955,-0.5927,0.2949,0.5624,0.086,0.0,0.0,0.3414,0.0,0.0816,0.1519,0.6617,0.7297,0.0,0.1598,0.0,0.0547,1.0
0.382,teacher,0.496,-0.5922,0.2954,0.5623,0.0,0.0,0.0,0.4204,0.0,0.0809,0.1513,0.6614,0.7301,0.0,0.0971,0.0922,0.0069,0.4657
0.402,teacher,0.4966,-0.5912,0.2962,0.5621,0.0,0.0,0.0,0.3809,0.0026,0.0795,0.15,0.661,0.7309,0.0,0.025,0.0,0.0044,0.941
0.422,teacher,0.4977,-0.5897,0.2974,0.5622,0.0134,0.0,0.0,0.236,1.0,0.0773,0.1476,0.6603,0.7322,0.0,0.1692,0.0241,0.0,1.0
0.442,teacher,0.5002,-0.5869,0.2987,0.5623,0.0579,0.0,0.0,0.517,0.2113,0.074,0.1439,0.6585,0.7349,0.0,0.1504,0.0542,0.0,1.0
0.462,teacher,0.5054,-0.5818,0.2994,0.5626,0.0134,0.0,0.0,0.4028,0.2113,0.0688,0.1397,0.6545,0.7398,0.0,0.0689,0.0268,0.0,0.2808
0.483,teacher,0.5145,-0.5743,0.2985,0.5624,0.0,0.0,0.0,0.337,0.0,0.0615,0.1361,0.6475,0.7473,0.0,0.1002,0.0372,0.0,1.0
0.502,teacher,0.5275,-0.5646,0.2957,0.5617,0.0,0.0,0.0,0.3765,0.0,0.0541,0.1341,0.6375,0.7568,0.0,0.0093,0.0385,0.0,0.4393
0.522,teacher,0.5419,-0.555,0.2894,0.5609,0.0,0.0,0.0,0.4467,0.0,0.0483,0.1346,0.6237,0.7685,0.0,0.0187,0.1053,0.0,0.4129
0.543,teacher,0.5566,-0.5471,0.2766,0.5607,0.0,0.0,0.0,0.3589,0.0,0.0444,0.1394,0.6048,0.7828,0.0,0.1065,0.1066,0.0,1.0
0.563,teacher,0.5697,-0.5438,0.2543,0.5613,0.0,0.0,0.0,0.4643,0.0,0.0406,0.1484,0.5809,0.7993,0.0,0.072,0.1668,0.0,0.9938
0.582,teacher,0.5793,-0.5461,0.2241,0.5621,0.0,0.0,0.0,0.3765,0.0,0.0345,0.1592,0.553,0.8171,0.0,0.2068,0.252,0.0,1.0
0.602,teacher,0.5862,-0.5522,0.1884,0.5621,0.0,0.0,0.0,0.4423,0.0,0.0252,0.1671,0.5231,0.8353,0.0,0.3071,0.4065,0.0,1.0
0.623,teacher,0.5919,-0.5589,0.1516,0.5606,0.0,0.0,0.0,0.6048,0.0678,0.0129,0.1698,0.4926,0.8535,0.0,0.3698,0.3986,0.0,1.0
0.643,teacher,0.5989,-0.564,0.1154,0.5567,0.0,0.0,0.0,0.4511,0.2243,0.0015,-0.1691,-0.4598,-0.8718,0.0,0.4106,0.4758,0.0,1.0
0.663,teacher,0.6084,-0.5659,0.0817,0.5504,0.0,0.0,0.0,0.6048,0.0,0.0157,-0.1699,-0.4268,-0.8881,0.0,0.4795,0.4261,0.0,1.0
0.683,teacher,0.6205,-0.5646,0.0507,0.5419,0.0,0.0,0.0,0.4687,0.0,0.0293,-0.1777,-0.3937,-0.9014,0.0,0.4325,0.4392,0.0,0.7298
0.703,teacher,0.6348,-0.5612,0.0214,0.5307,0.0,0.0,0.0,0.6092,0.0678,0.0416,-0.1942,-0.363,-0.9104,0.0,0.4576,0.4366,0.0,0.7562
0.723,teacher,0.6489,-0.557,-0.0049,0.5184,0.0,0.0,0.0,0.5214,0.3939,0.0544,-0.2181,-0.334,-0.9154,0.0,0.5359,0.4549,0.0,1.0
0.743,teacher,0.6621,-0.5522,-0.0279,0.5059,0.0,0.0,0.0,0.5477,0.2374,0.0689,-0.2441,-0.3067,-0.9174,0.0,0.6018,0.4209,0.0,1.0
0.763,teacher,0.6765,-0.546,-0.0519,0.4916,0.0,0.0,0.0,0.4775,0.7983,0.0882,-0.2696,-0.277,-0.918,0.0,0.5798,0.4444,0.0,1.0
0.784,teacher,0.6891,-0.5409,-0.0766,0.4761,0.0,0.0,0.0,0.5477,0.9678,0.1118,-0.2919,-0.2442,-0.918,0.0,0.6739,0.5557,0.0,0.8618
0.803,teacher,0.6997,-0.5388,-0.1016,0.4581,0.0,0.0,0.0,0.6179,0.5374,0.1377,-0.3127,-0.2089,-0.9163,0.0,0.608,0.5937,0.0,1.0
0.824,teacher,0.7096,-0.5383,-0.1262,0.4368,0.0,0.0,0.0,0.5609,0.6287,0.1635,-0.3342,-0.1746,-0.9116,0.0,0.6488,0.6788,0.0,1.0
0.843,teacher,0.7194,-0.5374,-0.1481,0.4143,0.0,0.0,0.0,0.6048,0.5113,0.19,-0.3566,-0.1415,-0.9037,0.0,0.6927,0.7128,0.0,0.4393
0.865,teacher,0.731,-0.5338,-0.1677,0.3907,0.0,0.0,0.0,0.7277,0.2635,0.217,-0.3769,-0.1099,-0.8937,0.0,0.7209,0.8333,0.0,1.0
0.883,teacher,0.7443,-0.5262,-0.1849,0.3673,0.0,0.0,0.0,0.596,0.0026,0.2449,-0.3943,-0.0803,-0.8821,0.0,0.956,0.8765,0.0,0.9146
0.905,teacher,0.7572,-0.5171,-0.1998,0.3455,0.0,0.0,0.0,0.675,0.6287,0.2741,-0.4088,-0.0536,-0.8688,0.0,0.8714,0.9446,0.0,0.7562
0.923,teacher,0.7685,-0.5089,-0.2141,0.3233,0.0,0.0,0.0,0.6574,0.42,0.3046,-0.4195,-0.0303,-0.8546,0.0,0.9278,0.9839,0.0,1.0
0.943,teacher,0.7783,-0.5019,-0.2288,0.3,0.0,0.0,0.0,0.6179,0.2504,0.3364,-0.4255,-0.0098,-0.84,0.0,0.9591,1.0,0.0,1.0
0.963,teacher,0.7872,-0.4943,-0.243,0.2771,0.0,0.0,0.0,0.6706,0.0,0.368,-0.4271,0.0083,-0.8259,0.0,0.9309,1.0,0.0,0.8354
0.985,teacher,0.7948,-0.4869,-0.2562,0.256,0.0,0.0,0.0,0.6662,0.0,0.3979,-0.4262,0.0247,-0.8121,0.0,0.8275,1.0,0.0,1.0
1.004,teacher,0.8017,-0.4792,-0.2683,0.2357,0.0,0.0,0.0,0.7189,0.0,0.4258,-0.4251,0.0394,-0.7977,0.0,1.0,1.0,0.0,0.809
1.024,teacher,0.8097,-0.4692,-0.2786,0.2159,0.0,0.0,0.0,0.6179,0.0,0.4517,-0.4239,0.0519,-0.7833,0.0,0.9936,1.0,0.0,0.809
1.044,teacher,0.8193,-0.4558,-0.2862,0.1979,0.0,0.0,0.0,0.6662,0.2243,0.4763,-0.4224,0.0616,-0.7687,0.0,1.0,1.0,0.0,1.0
1.066,teacher,0.8298,-0.4399,-0.2921,0.1807,0.0,0.0,0.0,0.8155,0.0,0.4988,-0.4214,0.0671,-0.7543,0.0,0.9968,1.0,0.0,1.0
1.083,teacher,0.8391,-0.4249,-0.2969,0.1647,0.0,0.0,0.0,0.7145,0.3417,0.5195,-0.4207,0.0685,-0.7406,0.0,1.0,1.0,0.0,0.7826
1.104,teacher,0.847,-0.4112,-0.3018,0.1494,0.0,0.0,0.0,0.7321,0.0,0.5381,-0.4198,0.0687,-0.7277,0.0,1.0,1.0,0.0,1.0
1.124,teacher,0.8547,-0.3965,-0.307,0.1345,0.0,0.0,0.0,0.6048,0.0,0.554,-0.4173,0.0703,-0.7169,0.0,0.9717,1.0,0.0,0.7826
1.144,teacher,0.8624,-0.3804,-0.3117,0.1205,0.0,0.0,0.0,0.6574,0.0,0.5665,-0.4127,0.074,-0.7094,0.0,1.0,1.0,0.0,1.0
1.166,teacher,0.8698,-0.3646,-0.3149,0.1068,0.0,0.0,0.0,0.7365,0.0,0.5767,-0.407,0.0784,-0.704,0.0,1.0,1.0,0.0,0.2808
1.184,teacher,0.8765,-0.3511,-0.316,0.0928,0.0,0.0,0.0,0.7365,0.0,0.5856,-0.4018,0.0811,-0.6993,0.0,1.0,1.0,0.0,1.0
1.204,teacher,0.8832,-0.3378,-0.316,0.0775,0.0,0.0,0.0,0.6179,0.0,0.5936,-0.3967,0.0821,-0.6954,0.0,0.9999,1.0,0.0,1.0
1.224,teacher,0.8898,-0.3239,-0.3156,0.0621,0.0,0.0,0.0,0.697,0.0678,0.6,-0.3914,0.0841,-0.6927,0.0,1.0,1.0,0.0,1.0
1.244,teacher,0.8958,-0.3101,-0.3152,0.0464,0.0,0.0,0.0,0.7672,0.1591,0.6042,-0.3875,0.0866,-0.6909,0.0,1.0,1.0,0.0,1.0
1.264,teacher,0.9,-0.2997,-0.3151,0.031,0.0,0.0,0.0,0.5565,1.0,0.6082,-0.3859,0.0872,-0.6882,0.0,1.0,1.0,0.0,1.0
1.284,teacher,0.9024,-0.2933,-0.3152,0.0154,0.0,0.0,0.0,0.697,1.0,0.6127,-0.3862,0.0847,-0.6842,0.0,0.8808,1.0,0.0,1.0
1.304,teacher,0.9037,-0.2892,-0.3157,-0.0006,0.0,0.0,0.0,0.6223,0.8113,0.6169,-0.3867,0.0811,-0.6807,0.0,1.0,1.0,0.0,0.2544
1.324,teacher,0.9048,-0.285,-0.316,-0.0156,0.0,0.0,0.0,0.7145,1.0,0.6191,-0.387,0.079,-0.6788,0.0,1.0,1.0,0.0,0.1752
1.344,teacher,0.906,-0.28,-0.3161,-0.0294,0.0,0.0,0.0,0.6443,1.0,0.6199,-0.3876,0.0781,-0.6777,0.0,1.0,1.0,0.0,0.0431
1.364,teacher,0.9068,-0.2747,-0.3168,-0.0433,0.0,0.0,0.0,0.6048,0.0,0.6201,-0.3888,0.0767,-0.6771,0.0,1.0,1.0,0.0,0.4921
1.384,teacher,0.9064,-0.2712,-0.3191,-0.056,0.0,0.0,0.0,0.6399,1.0,0.6195,-0.3896,0.0742,-0.6774,0.0,0.9372,1.0,0.0,1.0
1.404,teacher,0.9042,-0.2709,-0.3229,-0.069,0.0,0.0,0.0,0.7584,0.4591,0.6168,-0.3908,0.0725,-0.6794,0.0,0.9403,1.0,0.0,0.7298
1.424,teacher,0.9008,-0.2729,-0.3277,-0.0816,0.0,0.0,0.0,0.6179,0.6157,0.6116,-0.3926,0.0725,-0.683,0.0,0.9654,1.0,0.0,1.0
1.444,teacher,0.8973,-0.2746,-0.3328,-0.0931,0.0,0.0,0.0,0.6574,0.5243,0.6026,-0.3972,0.0705,-0.6886,0.0,1.0,1.0,0.0,1.0
1.465,teacher,0.8937,-0.276,-0.3373,-0.107,0.0,0.0,0.0,0.7277,1.0,0.5908,-0.4056,0.0665,-0.6943,0.0,0.8087,1.0,0.0,0.5449
1.485,teacher,0.8893,-0.2803,-0.3402,-0.1216,0.0,0.0,0.0,0.7365,0.9417,0.5896,-0.4096,0.0674,-0.6929,0.0,1.0,1.0,0.0,0.9146
1.504,teacher,0.8865,-0.2853,-0.3441,-0.1195,0.0,0.0,0.0,0.7321,1.0,0.5912,-0.41,0.0693,-0.691,0.0,0.978,1.0,0.0,0.7033
1.524,teacher,0.8846,-0.2853,-0.3515,-0.1118,0.0,0.0,0.0,0.7452,1.0,0.5889,-0.4099,0.0719,-0.6928,0.0,0.8839,1.0,0.0,0.3864
1.544,teacher,0.8821,-0.2844,-0.3585,-0.1118,0.0,0.0,0.0,0.6179,1.0,0.5819,-0.4099,0.0748,-0.6984,0.0,0.8808,1.0,0.0,0.4129
1.565,teacher,0.8793,-0.2845,-0.3633,-0.118,0.0,0.0,0.0,0.697,0.6548,0.574,-0.4108,0.0768,-0.7042,0.0,0.8776,1.0,0.0,1.0
1.584,teacher,0.8777,-0.2825,-0.3669,-0.1236,0.0,0.0,0.0,0.6794,1.0,0.5695,-0.4125,0.0778,-0.7068,0.0,0.8808,1.0,0.0,0.5713
1.605,teacher,0.8783,-0.2768,-0.3695,-0.1243,0.0,0.0,0.0,0.7145,1.0,0.568,-0.4142,0.0773,-0.707,0.0,0.8776,1.0,0.0,0.0695
1.625,teacher,0.8802,-0.2693,-0.3711,-0.1219,0.0,0.0,0.0,0.7365,1.0,0.567,-0.4157,0.0762,-0.707,0.0,0.9811,1.0,0.0,1.0
1.646,teacher,0.8819,-0.2632,-0.3723,-0.1199,0.0,0.0,0.0,0.754,1.0,0.5648,-0.4164,0.076,-0.7084,0.0,0.9435,0.993,0.0,1.0
1.665,teacher,0.8828,-0.2589,-0.3735,-0.1192,0.0,0.0,0.0,0.754,1.0,0.5624,-0.4152,0.0775,-0.7108,0.0,0.9905,1.0,0.0,1.0
1.685,teacher,0.8832,-0.2559,-0.3746,-0.1192,0.0,0.0,0.0,0.8067,1.0,0.5613,-0.4124,0.0793,-0.7131,0.0,0.9121,1.0,0.0,0.809
1.704,teacher,0.8833,-0.2541,-0.3754,-0.1192,0.0,0.0,0.0,0.7716,1.0,0.5612,-0.4099,0.0803,-0.7145,0.0,0.9278,0.9708,0.0,0.8618
1.725,teacher,0.8834,-0.2528,-0.3764,-0.1188,0.0,0.0,0.0,0.675,0.3809,0.5613,-0.4085,0.0806,-0.7153,0.0,1.0,0.9459,0.0,0.9938
1.745,teacher,0.8834,-0.2515,-0.3774,-0.1182,0.0,0.0,0.0,0.6179,1.0,0.5612,-0.4072,0.0811,-0.716,0.0,0.8933,0.9786,0.0,0.8618
1.765,teacher,0.8835,-0.2504,-0.378,-0.1176,0.0,0.0,0.0,0.7101,1.0,0.5608,-0.4056,0.0822,-0.7172,0.0,1.0,0.9996,0.0,1.0
1.785,teacher,0.8836,-0.25,-0.3779,-0.1176,0.0,0.0,0.0,0.5389,1.0,0.5603,-0.404,0.0835,-0.7183,0.0,0.9403,1.0,0.0,1.0
